7.934588780000000000e+08,7.934588780000000000e+08,1.116704120000000000e+09,1.129484120000000000e+09,1.571164600000000000e+07,1.571164600000000000e+07,1.901900800000000000e+07,1.930556400000000000e+07,5.132606501225184184e+04,5.132606501225184184e+04,3.584834732782695210e+04,4.664365486615460395e+04,3.178680200000000000e+07,3.178680200000000000e+07,2.477369200000000000e+07,2.760714600000000000e+07,5.637978538447978281e+03,5.637978538447978281e+03,4.977317751560573015e+03,5.254250279535606751e+03,7.717898956120591292e-01,7.717898956120591292e-01,0.000000000000000000e+00,4.036802460458238651e-01
6.170713420000000000e+08,6.170713420000000000e+08,7.441663840000000000e+08,7.164486920000000000e+08,1.255076200000000000e+07,1.255076200000000000e+07,1.401052000000000000e+07,1.365444800000000000e+07,5.197780867882648454e+04,5.197780867882648454e+04,3.760677490690143895e+04,5.112265864063971821e+04,2.703420800000000000e+07,2.703420800000000000e+07,2.116558400000000000e+07,2.600601400000000000e+07,5.199443047096487135e+03,5.199443047096487135e+03,4.600606916483954592e+03,5.099609200713325663e+03,0.000000000000000000e+00,0.000000000000000000e+00,6.894605383261214193e-01,0.000000000000000000e+00
4.343753040000000000e+08,4.343753040000000000e+08,7.769113620000000000e+08,6.364688220000000000e+08,9.850668000000000000e+06,9.850668000000000000e+06,1.362600600000000000e+07,1.225564600000000000e+07,5.350695942466324777e+04,5.350695942466324777e+04,3.738812328032410005e+04,5.037053763310764771e+04,3.506028400000000000e+07,3.506028400000000000e+07,2.685635200000000000e+07,3.262875600000000000e+07,5.921172519020197797e+03,5.921172519020197797e+03,5.182311453396061552e+03,5.712158611243213272e+03,4.556763450792943870e-01,4.556763450792943870e-01,-7.020612269451547149e+00,0.000000000000000000e+00
5.255825080000000000e+08,5.255825080000000000e+08,8.473938200000000000e+08,7.126533920000000000e+08,1.164683200000000000e+07,1.164683200000000000e+07,1.494903200000000000e+07,1.382230800000000000e+07,5.475159577108131634e+04,5.475159577108131634e+04,4.058397175357968081e+04,4.785435357826812833e+04,3.849288000000000000e+07,3.849288000000000000e+07,2.931786000000000000e+07,3.225259200000000000e+07,6.204263050516153271e+03,6.204263050516153271e+03,5.414596937907751453e+03,5.679136554089890524e+03,7.779914741968914083e-01,7.779914741968914083e-01,0.000000000000000000e+00,6.151492169090406748e-01
3.037284840000000000e+08,3.037284840000000000e+08,4.790652920000000000e+08,4.527803860000000000e+08,8.103324000000000000e+06,8.103324000000000000e+06,1.032171200000000000e+07,1.006231800000000000e+07,5.759391647421062225e+04,5.759391647421062225e+04,4.200247379508124141e+04,5.491835240511142183e+04,2.869399200000000000e+07,2.869399200000000000e+07,2.153645800000000000e+07,2.600094800000000000e+07,5.356677328344502712e+03,5.356677328344502712e+03,4.640738949779442009e+03,5.099112471793498116e+03,8.688213278034616627e-01,8.688213278034616627e-01,0.000000000000000000e+00,3.864336600315419479e-01
4.301293800000000000e+08,4.301293800000000000e+08,5.566579760000000000e+08,5.447602120000000000e+08,1.083935200000000000e+07,1.083935200000000000e+07,1.278083600000000000e+07,1.262163600000000000e+07,7.650255062538047787e+04,7.650255062538047787e+04,5.345373136996532412e+04,6.202602596646927850e+04,5.387734000000000000e+07,5.387734000000000000e+07,4.081949200000000000e+07,4.415130200000000000e+07,7.340118527653351521e+03,7.340118527653351521e+03,6.389013382361943513e+03,6.644644610511535575e+03,8.951940462674483623e-01,8.951940462674483623e-01,-9.681763460939175198e-03,0.000000000000000000e+00
8.387836640000000000e+08,8.387836640000000000e+08,9.728471380000000000e+08,9.391706160000000000e+08,1.731807600000000000e+07,1.731807600000000000e+07,1.872326200000000000e+07,1.855125200000000000e+07,5.816053538760763331e+04,5.816053538760763331e+04,4.227783917815883615e+04,5.475918982444234280e+04,3.411180200000000000e+07,3.411180200000000000e+07,2.781365400000000000e+07,3.221925600000000000e+07,5.840530969013006143e+03,5.840530969013006143e+03,5.273865185990252030e+03,5.676200842112618375e+03,0.000000000000000000e+00,0.000000000000000000e+00,-8.641940938084076151e+00,0.000000000000000000e+00
9.284538260000000000e+08,9.284538260000000000e+08,1.112253704000000000e+09,9.738850020000000000e+08,1.940468200000000000e+07,1.940468200000000000e+07,2.142599200000000000e+07,2.006385400000000000e+07,7.014128482807289402e+04,7.014128482807289402e+04,5.274456428799290006e+04,6.897235286777112924e+04,5.620649600000000000e+07,5.620649600000000000e+07,4.597135200000000000e+07,5.458640800000000000e+07,7.497099172346594969e+03,7.497099172346594969e+03,6.780217695620104678e+03,7.388261500515530315e+03,3.338656928303691540e-01,3.338656928303691540e-01,0.000000000000000000e+00,6.339516303865423419e-01
6.133534680000000000e+08,6.133534680000000000e+08,8.347249400000000000e+08,7.328116340000000000e+08,1.483199200000000000e+07,1.483199200000000000e+07,1.740736000000000000e+07,1.652054600000000000e+07,6.506741481769065285e+04,6.506741481769065285e+04,4.618639197864085872e+04,5.609262364622938185e+04,4.046147800000000000e+07,4.046147800000000000e+07,3.093610200000000000e+07,3.465092600000000000e+07,6.360933736488692375e+03,6.360933736488692375e+03,5.562023193047652057e+03,5.886503716128955602e+03,0.000000000000000000e+00,0.000000000000000000e+00,5.125945564000949917e-01,0.000000000000000000e+00
4.789628440000000000e+08,4.789628440000000000e+08,4.933409420000000000e+08,5.660770800000000000e+08,1.294649600000000000e+07,1.294649600000000000e+07,1.346150200000000000e+07,1.427687600000000000e+07,7.197291680617093516e+04,7.197291680617093516e+04,5.466670687537765480e+04,6.557512680974237446e+04,8.423007400000000000e+07,8.423007400000000000e+07,7.493278400000000000e+07,7.813801400000000000e+07,9.177694372771409689e+03,9.177694372771409689e+03,8.656372450397453576e+03,8.839570917188231761e+03,0.000000000000000000e+00,0.000000000000000000e+00,8.489516321803119991e-01,0.000000000000000000e+00
